timestamp_utc,model,k,seed,init_seconds,fit_seconds,total_seconds,inertia,silhouette,calinski_harabasz,davies_bouldin,min_cluster_share,ikm_extracted_clusters
2026-04-30T20:43:25,kmeans,3,7,0.0,5.6299,5.6299,1237167.452317608,0.11227689944894471,2524.901069141653,2.292439615236865,0.034196925968185785,
2026-04-30T20:43:45,kmeans,3,21,0.0,6.1571,6.1571,1237168.0171039267,0.1121839600242903,2524.947352488642,2.2926128658857583,0.034196925968185785,
2026-04-30T20:44:06,kmeans,3,42,0.0,6.4005,6.4005,1237167.5992173336,0.1122932184980776,2524.9014817166913,2.292434081400238,0.034196925968185785,
2026-04-30T20:44:26,kmeans,3,84,0.0,6.4055,6.4055,1237167.8195813445,0.1121010656889476,2524.9094705924554,2.2926324069746276,0.034196925968185785,
2026-04-30T20:44:47,kmeans,3,123,0.0,6.1539,6.1539,1237168.0543729002,0.1121839600242903,2524.947352488642,2.292612865885758,0.034196925968185785,
2026-04-30T20:45:06,kmeans,3,168,0.0,6.4927,6.4927,1237168.0672859298,0.1121839600242903,2524.947352488642,2.2926128658857583,0.034196925968185785,
2026-04-30T20:45:26,kmeans,3,256,0.0,6.269,6.269,1237166.7791628214,0.11223158524468613,2524.8754423834935,2.2927531758351654,0.034196925968185785,
2026-04-30T20:45:47,kmeans,3,512,0.0,7.1204,7.1204,1237168.026381242,0.1121839600242903,2524.947352488642,2.292612865885758,0.034196925968185785,
2026-04-30T20:46:08,kmeans,3,1024,0.0,7.1444,7.1444,1237167.855326905,0.11221901073196228,2524.944472175992,2.292602618107921,0.034196925968185785,
2026-04-30T20:46:30,kmeans,3,2026,0.0,8.1596,8.1596,1237167.712083218,0.11227504140777139,2524.9073748776937,2.2923996708854095,0.034196925968185785,
2026-04-30T20:46:51,kmeans,4,7,0.0,7.6439,7.6439,1131047.5373320573,0.12332189322355694,2468.725198798406,1.9973224867511004,0.03391167192429022,
2026-04-30T20:47:11,kmeans,4,21,0.0,6.4875,6.4875,1131047.1177094933,0.1232811466965429,2468.703405499821,1.9973757296875088,0.03391167192429022,
2026-04-30T20:47:30,kmeans,4,42,0.0,7.6417,7.6417,1131048.0579812701,0.12324675599220677,2468.733700213307,1.9974918502449752,0.03391167192429022,
2026-04-30T20:47:49,kmeans,4,84,0.0,6.6622,6.6622,1131049.0869344242,0.12294812993984844,2468.6819574882074,1.9976465665938248,0.033903282099469766,
2026-04-30T20:48:14,kmeans,4,123,0.0,10.7756,10.7756,1140636.2518429253,0.10943256550319484,2393.2146472468135,2.1383022701133756,0.03401234982213571,
2026-04-30T20:48:35,kmeans,4,168,0.0,6.5025,6.5025,1131046.8859922735,0.12327643351243293,2468.705591688002,1.9973737869639239,0.03391167192429022,
2026-04-30T20:49:03,kmeans,4,256,0.0,13.8451,13.8451,1131048.1577449692,0.12327353143748412,2468.735453866499,1.9974712360055076,0.033903282099469766,
2026-04-30T20:49:27,kmeans,4,512,0.0,9.5227,9.5227,1131048.1955557275,0.12327064967325843,2468.7450537831205,1.9974323228871358,0.03391167192429022,
2026-04-30T20:49:50,kmeans,4,1024,0.0,6.6776,6.6776,1131048.7477406661,0.12323941732871396,2468.75059665723,1.99746167008874,0.03391167192429022,
2026-04-30T20:50:11,kmeans,4,2026,0.0,6.9831,6.9831,1131048.2883073357,0.12327919081963049,2468.7455506384326,1.9974171647231396,0.03391167192429022,
2026-04-30T20:50:32,kmeans,5,7,0.0,7.5952,7.5952,1056050.9657994523,0.11831498056769128,2338.3220728028164,1.9168469983990708,0.03371870595341969,
2026-04-30T20:50:54,kmeans,5,21,0.0,7.594,7.594,1043933.8436567878,0.12672334689787013,2423.5984984951506,1.857800015585506,0.033810994026444725,
2026-04-30T20:51:13,kmeans,5,42,0.0,7.1946,7.1946,1043962.5123857295,0.12668991546448202,2423.34651440303,1.8559280311338253,0.033810994026444725,
2026-04-30T20:51:33,kmeans,5,84,0.0,6.9852,6.9852,1043935.9454110101,0.1267385609594703,2423.5720678390358,1.8579536101097822,0.033810994026444725,
2026-04-30T20:51:53,kmeans,5,123,0.0,7.4574,7.4574,1043932.370127944,0.12670720974211447,2423.636248433201,1.8574071030392587,0.033810994026444725,
2026-04-30T20:52:14,kmeans,5,168,0.0,7.3998,7.3998,1051225.8360286774,0.13846820736011242,2359.074755658904,1.821799365540691,0.03368514665413786,
2026-04-30T20:52:36,kmeans,5,256,0.0,7.0805,7.0805,1043935.8748547531,0.1267385609594703,2423.572067839036,1.8579536101097822,0.033810994026444725,
2026-04-30T20:52:55,kmeans,5,512,0.0,7.701,7.701,1043930.9223328456,0.1266489278810957,2423.629632263627,1.8567626421170362,0.033810994026444725,
2026-04-30T20:53:15,kmeans,5,1024,0.0,6.6676,6.6676,1043931.2204614563,0.12666457837202277,2423.6254699462747,1.8570000476107935,0.033810994026444725,
2026-04-30T20:53:36,kmeans,5,2026,0.0,7.0603,7.0603,1043930.9289062945,0.1266489278810957,2423.629632263627,1.8567626421170362,0.033810994026444725,
2026-04-30T20:53:57,kmeans,6,7,0.0,7.6921,7.6921,971070.1355927377,0.13409836428662247,2383.9997830166385,1.7748146022767948,0.03360963823075374,
2026-04-30T20:54:17,kmeans,6,21,0.0,7.4317,7.4317,971069.9760128726,0.1342243245881325,2383.983034487421,1.7748584137823713,0.03358446875629237,
2026-04-30T20:54:36,kmeans,6,42,0.0,7.3488,7.3488,971071.1759110391,0.13406834895400893,2383.9574879735737,1.7749761813520297,0.03360124840593329,
2026-04-30T20:54:57,kmeans,6,84,0.0,7.3634,7.3634,971069.7118290681,0.13417539001155016,2383.9782100650314,1.77485419013442,0.03358446875629237,
2026-04-30T20:55:17,kmeans,6,123,0.0,7.4397,7.4397,971069.9303798254,0.13422805129007176,2383.983138460064,1.7748605473117234,0.03358446875629237,
2026-04-30T20:55:37,kmeans,6,168,0.0,8.1977,8.1977,971071.3574262875,0.13406221000146487,2383.953142337871,1.7749207526071578,0.03360124840593329,
2026-04-30T20:55:59,kmeans,6,256,0.0,8.0234,8.0234,971071.2921423648,0.13405316286417468,2383.9693058716502,1.7748863129398336,0.03360963823075374,
2026-04-30T20:56:19,kmeans,6,512,0.0,7.956,7.956,971070.3438102198,0.13415761722996405,2383.971600309056,1.7748787383920748,0.03358446875629237,
2026-04-30T20:56:39,kmeans,6,1024,0.0,7.601,7.601,971070.347025279,0.13427654329528663,2384.0046189819764,1.7746979506222587,0.03360963823075374,
2026-04-30T20:57:01,kmeans,6,2026,0.0,9.4971,9.4971,971069.6973780209,0.13415295002596322,2383.995671949313,1.7747900647568182,0.03360963823075374,
2026-04-30T20:57:23,kmeans,7,7,0.0,10.096,10.096,915353.9022218344,0.13692934383800615,2305.6186493385976,1.744226167832934,0.03185616484327807,
2026-04-30T20:57:46,kmeans,7,21,0.0,8.763,8.763,915353.9022218343,0.13692934383800615,2305.6186493385985,1.7442261678329338,0.03185616484327807,
2026-04-30T20:58:08,kmeans,7,42,0.0,8.858,8.858,915529.3189581602,0.13767303490342073,2306.942580880775,1.7420410883971809,0.03335794348614001,
2026-04-30T20:58:32,kmeans,7,84,0.0,12.6918,12.6918,913376.5676643117,0.13652741243817612,2318.9546918689016,1.7247211145696963,0.03181421571917578,
2026-04-30T20:58:53,kmeans,7,123,0.0,8.2155,8.2155,915353.4030182175,0.13688316795462768,2305.617915910384,1.7445928974284304,0.03185616484327807,
2026-04-30T20:59:14,kmeans,7,168,0.0,8.7326,8.7326,915353.3213623847,0.13689735271082062,2305.617475776672,1.7444787534996398,0.03185616484327807,
2026-04-30T20:59:33,kmeans,7,256,0.0,7.8019,7.8019,917306.838135985,0.13745831670369696,2302.302905746994,1.724056906896309,0.03339150278542184,
2026-04-30T20:59:56,kmeans,7,512,0.0,9.4598,9.4598,915352.4829542842,0.13689384970007248,2305.6055604245275,1.7443793789253381,0.03185616484327807,
2026-04-30T21:00:17,kmeans,7,1024,0.0,8.4443,8.4443,913798.5138188461,0.14083614635963107,2318.4637982424965,1.7181200147021383,0.03179743606953487,
2026-04-30T21:00:39,kmeans,7,2026,0.0,10.2564,10.2564,913798.3236632176,0.1408320243767334,2318.4669464390763,1.7181796559457916,0.03179743606953487,
2026-04-30T21:01:00,kmeans,8,7,0.0,9.1452,9.1452,859661.7439959958,0.14531846626010106,2293.7035181943274,1.6404451565124951,0.03171353782133029,
2026-04-30T21:01:22,kmeans,8,21,0.0,8.8607,8.8607,859663.1114093042,0.1451424288698166,2293.4406307376057,1.6407602277894786,0.03160447009866434,
2026-04-30T21:01:41,kmeans,8,42,0.0,7.342,7.342,859854.0775213147,0.14606458673846526,2294.6893629059527,1.638192908825659,0.03317336734008994,
2026-04-30T21:02:02,kmeans,8,84,0.0,8.4021,8.4021,859661.7925568117,0.14531662203645243,2293.712094458583,1.6404839705342489,0.03171353782133029,
2026-04-30T21:02:21,kmeans,8,123,0.0,7.8599,7.8599,859661.7290456237,0.14525456591114722,2293.7149399989125,1.6406216107158964,0.03171353782133029,
2026-04-30T21:02:42,kmeans,8,168,0.0,8.1951,8.1951,859661.7290456237,0.14525456591114722,2293.7149399989125,1.6406216107158966,0.03171353782133029,
2026-04-30T21:03:02,kmeans,8,256,0.0,8.2776,8.2776,859663.0290052427,0.1451875846332977,2293.4432481863932,1.6406716452730175,0.03160447009866434,
2026-04-30T21:03:22,kmeans,8,512,0.0,7.6964,7.6964,859854.1348500546,0.14608092343633433,2294.70924462291,1.6382186536086798,0.0331817571649104,
2026-04-30T21:03:43,kmeans,8,1024,0.0,9.2596,9.2596,859854.1164451956,0.14608062323569257,2294.7077111366452,1.638249428646636,0.0331817571649104,
2026-04-30T21:04:04,kmeans,8,2026,0.0,9.0195,9.0195,859663.0922188357,0.14513883354080767,2293.442998637488,1.640754856902654,0.03160447009866434,
2026-04-30T21:04:32,ikmeans,48,-1,12.9341,1.1817,14.1157,540701.8520087063,0.11677112049904004,806.5331921233186,2.007579700063051,0.007550842338411974,48.0
